XCoord,YCoord,FID,COUNTY,TOWN,DEC_WELL_N,FOIL_LOC,LATITUDE,LONGITUDE,WELL_DEPTH,ROCK_DEPTH,GW_DEPTH,CASED_DEPT,SCR,YT_AVGDISC,REGNUMBER,DDLAT,DDLONG
215608.58058781,4764952.15662167,4908,ERIE,Newstead,E1598,STAGE RD,42 59 02.7,78 29 17.0,64,12,17,29,N,25,NYRD10009,42.984083,-78.488056
216484.18165695,4765385.56045565,4909,ERIE,Newstead,E1704,CRITTENDEN RD,42 59 17.9,78 28 39.2,45,5,30,6,N,16,NYRD10139,42.988306,-78.477556
213534.36125303,4774569.82727640,4910,ERIE,Newstead,E1828,MAPLE RD,43 04 11.1,78 31 06.2,46,42, ,46,N,8,NYRD10009,43.069750,-78.518389
213210.58492711,4765067.68626202,4911,ERIE,Newstead,E2227,STAGE RD,42 59 03.2,78 31 02.9,30,25, ,26,N,20,NYRD10009,42.984222,-78.517472
214402.51059022,4773386.85219846,4912,ERIE,Newstead,E2264,SWIFT MILLS RD,43 03 34.0,78 30 25.7,22,8,5,14,N,100,NYRD10009,43.059444,-78.507139
212715.33084946,4771529.14661677,4913,ERIE,Newstead,E2269,MEAHL RD,43 02 31.6,78 31 36.7,25,8, ,20,N,20,NYRD10009,43.042111,-78.526861
212552.51491454,4771430.91845627,4914,ERIE,Newstead,E2467,MEAHL RD,43 02 28.2,78 31 43.7,20,11, ,13.5,N,50,NYRD10009,43.041167,-78.528806
211312.48766637,4764770.44825195,4915,ERIE,Newstead,E2486,STAGE RD,42 58 51.0,78 32 26.0,77,3, ,30,N,20,NYRD10009,42.980833,-78.540556
215513.30062250,4769205.44382205,4916,ERIE,Newstead,E2965,MADISON AVE,43 01 20.2,78 29 29.0,82,77,68, ,N,12,NYRD10139,43.022278,-78.491389
212384.77850691,4771323.62924961,4917,ERIE,Newstead,E3266,DRAPER RD,43 02 24.5,78 31 50.9,180,28,32,61,N,20,NYRD10408,43.040139,-78.530806
214039.35115071,4776616.21046176,4918,ERIE,Newstead,E3331,KOEPSEL RD,43 05 18.0,78 30 47.7,89,-999,14,88,N,30,NYRD10009,43.088333,-78.513250
187114.15220076,4722120.87205773,4919,ERIE,North Collins,E1207,ROCKY MOUNTAIN RD,42 35 17.0,78 48 47.1,60,7,20,7,N,20,NYRD10050,42.588056,-78.813083
181322.07682804,4722294.88450816,4920,ERIE,North Collins,E1220,LANGFORD RD,42 35 14.1,78 53 01.0,45,19,5,19,N,11,NYRD10143,42.587250,-78.883611
178536.53540177,4717838.45997347,4921,ERIE,North Collins,E1265,QUAKER RD,42 32 45.8,78 54 53.9,60,15,15,15,N,10,NYRD10050,42.546056,-78.914972
NULL,NULL,4922,ERIE,North Collins,E1277,STEARNS RD, , ,60,10,20,10,N,30,NYRD10050,0.000000,0.000000
178515.93163545,4721342.27653546,4923,ERIE,North Collins,E1287,SHIRLEY RD,42 34 39.1,78 55 01.9,67,11,30,11,N,1.5,NYRD10050,42.577528,-78.917194
186954.37088629,4722325.92482856,4924,ERIE,North Collins,E1293,ROCK MOUNTAIN RD,42 35 23.4,78 48 54.5,50,16,3,16,N,2,NYRD10143,42.589833,-78.815139
186608.91350595,4722162.22651814,4925,ERIE,North Collins,E1301,LANGFORD RD,42 35 17.6,78 49 09.3,100,12,60,12,N,8,NYRD10050,42.588222,-78.819250
185204.43182254,4717483.64767812,4926,ERIE,North Collins,E1316,TAYLOR RD,42 32 44.2,78 50 01.5,90,62,61.5,61.5,N,2,NYRD10050,42.545611,-78.833750
NULL,NULL,4927,ERIE,North Collins,E1319,SISSON HWY, , ,80,32,32, ,N,20,NYRD10050,0.000000,0.000000
184940.03171236,4722132.71482449,4928,ERIE,North Collins,E1331,LANGFORD RD,42 35 14.2,78 50 22.3,60,35,5,36,N,5,NYRD10143,42.587278,-78.839528
187161.62385027,4723021.39343634,4929,ERIE,North Collins,E1332,ROCKY MOUNTAIN RD,42 35 46.2,78 48 46.8,82,37,23,37,N,2.5,NYRD10117,42.596167,-78.813000
183328.76614335,4722165.89144649,4930,ERIE,North Collins,E1345,LANGFORD RD,42 35 12.9,78 51 32.9,73,23,3.5,22.799999237,N,7,NYRD10050,42.586917,-78.859139
186918.13133471,4722788.16706683,4931,ERIE,North Collins,E1388,ROCKY MTN RD,42 35 38.3,78 48 57.0,60,45,25.5,47,N,1.75,NYRD10143,42.593972,-78.815833
186650.06035176,4720797.09375011,4932,ERIE,North Collins,E1497,SHIRLEY RD,42 34 33.5,78 49 04.8,50,9,18,11,N,2.5,NYRD10143,42.575972,-78.818000
188161.86684178,4718951.53144559,4933,ERIE,North Collins,E2223,NEW OREGON RD,42 33 36.0,78 47 55.0,50,35,24,40,N,7,NYRD10408,42.560000,-78.798611
177281.42007124,4718870.54587112,4934,ERIE,North Collins,E2275,GOWANDA STATE RD,42 33 17.3,78 55 50.9,65,8,5,10,N,3,NYRD10009,42.554806,-78.930806
181157.71622139,4724135.74296896,4935,ERIE,North Collins,E2289,EDEN RD,42 36 13.4,78 53 11.9,85,8,5,17,N,4,NYRD10408,42.603722,-78.886639
184401.32105935,4724299.56651113,4936,ERIE,North Collins,E2315,RT 75/SISSON HWY,42 36 23.5,78 50 50.2,35,-999,8,30,N,10,NYRD10518,42.606528,-78.847278
183085.61790085,4717388.30955439,4937,ERIE,North Collins,E2385,MARSHFIELD RD,42 32 38.0,78 51 34.0,105,66, ,66.5,N,1.5,NYRD10050,42.543889,-78.859444
178940.40220413,4723700.11990529,4938,ERIE,North Collins,E2389,SCHOOL ST,42 35 56.0,78 54 48.1,55,10,6.5,10,N,2,NYRD10518,42.598889,-78.913361
181879.96312871,4718516.16465256,4939,ERIE,North Collins,E2528,GENESEE RD,42 33 12.7,78 52 29.0,120,56,5,56,N,1,NYRD10518,42.553528,-78.874722
186534.71130175,4722137.75712801,4940,ERIE,North Collins,E2533,LANGFORD RD,42 35 16.7,78 49 12.5,50,8,8,9,N,10,NYRD10050,42.587972,-78.820139
180800.15144262,4722470.36906270,4941,ERIE,North Collins,E2535,THIEL RD,42 35 19.0,78 53 24.2,42,28,5,28,N,10,NYRD10518,42.588611,-78.890056
177257.19237019,4718349.17103500,4942,ERIE,North Collins,E2788,RT 62,42 33 00.4,78 55 50.9,55,25,5, ,N,4,NYRD10518,42.550111,-78.930806
188102.66460953,4718549.23758646,4943,ERIE,North Collins,E2943,NEW OREGON RD,42 33 22.9,78 47 56.8,80,28,20,34,N,5,NYRD10408,42.556361,-78.799111
177187.45791099,4718275.11868429,4944,ERIE,North Collins,E2967,RT 62,42 32 57.9,78 55 53.8,50,26,5, ,N,5,NYRD10518,42.549417,-78.931611
180190.17454548,4717360.22877820,4945,ERIE,North Collins,E2997,MARSHFIELD RD,42 32 32.8,78 53 40.6,60,24,5, ,N, ,NYRD10518,42.542444,-78.894611
188712.66469853,4721449.25841328,4946,ERIE,North Collins,E3401,NEW OREGON RD,42 34 57.6,78 47 35.8,85,23,23,23,N,40,NYRD10050,42.582667,-78.793278
178551.54276520,4718409.72244731,4947,ERIE,North Collins,E3425,QUAKER RD,42 33 04.3,78 54 54.4,60,16,16,16.5,N,7,NYRD10050,42.551194,-78.915111
189248.90443525,4724086.76179204,4948,ERIE,North Collins,E3446,BOSTON RD,42 36 23.7,78 47 17.5,70,23,26.5,26,N,8,NYRD10050,42.606583,-78.788194
190893.39218485,4736504.78388204,4949,ERIE,Orchard Park,E1315,BUNTING RD,42 43 07.8,78 46 29.8,70,12,6,12,N,2,NYRD10050,42.718833,-78.774944
189229.45535066,4736758.76201608,4950,ERIE,Orchard Park,E1330,NEWTON RD,42 43 13.6,78 47 43.3,105,90,28,90,N,25,NYRD10050,42.720444,-78.795361
189112.76666592,4736597.08336562,4951,ERIE,Orchard Park,E2284,ABBOTT RD,42 43 08.2,78 47 48.1,78,76, ,77.660003662,N,6,NYRD10009,42.718944,-78.796694
190836.12889906,4738127.16255203,4952,ERIE,Orchard Park,E2880,DRAUDT RD,42 44 00.2,78 46 35.5,40,27,5, ,N,10,NYRD10518,42.733389,-78.776528
206029.69934465,4721874.58790903,4953,ERIE,Sardinia,E1209,MATTESON CORNERS RD,42 35 35.8,78 34 58.4,93,55,40,68,N, ,NYRD10082,42.593278,-78.582889
214287.74114808,4715420.33139983,4954,ERIE,Sardinia,E1215,OLEAN RD,42 32 18.1,78 28 45.1,28,-999,28,28,N, ,NYRD10052,42.538361,-78.479194
214438.56548422,4715809.66964491,4955,ERIE,Sardinia,E1231,OLEAN RD,42 32 30.9,78 28 39.2,74,-999,29,74,N,15,NYRD10050,42.541917,-78.477556
213127.65034902,4722405.61441385,4956,ERIE,Sardinia,E1275,SOUTH PROTECTION RD,42 36 02.6,78 29 48.5,135,-999,135,135,N, ,NYRD10052,42.600722,-78.496806
208579.29529947,4716899.65378361,4957,ERIE,Sardinia,E1322,GENESEE RD,42 32 58.3,78 32 57.6,120,63,50,61,N,20,NYRD10408,42.549528,-78.549333
215404.91559070,4715804.02226937,4958,ERIE,Sardinia,E1404,SCHUTT RD,42 32 32.0,78 27 56.9,100,50,50,55,N,10,NYRD10408,42.542222,-78.465806
204179.67786537,4717255.57096484,4959,ERIE,Sardinia,E1439,GENESEE RD,42 33 03.8,78 36 10.8,110,20,20,28.5,N,6,NYRD10408,42.551056,-78.603000
211191.92743769,4714998.21048515,4960,ERIE,Sardinia,E1443,RT 39,42 32 00.3,78 30 59.8,109,-999,20,109,N,30,NYRD10294,42.533417,-78.516611
203817.58491897,4713046.21234264,4961,ERIE,Sardinia,E1449,CREEK RD,42 30 47.1,78 36 18.8,190,140,80,158.5,N,2.5,NYRD10408,42.513083,-78.605222
205485.39114777,4720132.98667162,4962,ERIE,Sardinia,E1496,ALLEN RD,42 34 38.7,78 35 19.0,87,40,65,55,N,9,NYRD10091,42.577417,-78.588611
212405.94670618,4716996.69061678,4963,ERIE,Sardinia,E1665,GENESEE RD,42 33 06.6,78 30 10.3,34,-999,12, ,N,15,NYRD10082,42.551833,-78.502861
207901.54536743,4714310.55500930,4964,ERIE,Sardinia,E1749,JOHNSON RD,42 31 33.6,78 33 22.5,280,246,15,264.5,N,12,NYRD10408,42.526000,-78.556250
209291.96960201,4713396.26672574,4965,ERIE,Sardinia,E1806,RT 39,42 31 05.9,78 32 20.0,90,-999,21, ,N,15,NYRD10117,42.518306,-78.538889
209564.44866370,4721821.49839138,4966,ERIE,Sardinia,E1816,MATTESON CORNERS RD,42 35 38.9,78 32 23.5,160,50,60,60,N,2,NYRD10408,42.594139,-78.539861
212321.89423367,4715683.73855331,4967,ERIE,Sardinia,E1837,SCHUTT RD,42 32 24.0,78 30 11.6,312,-999,-1,312,N,2,NYRD10082,42.540000,-78.503222
205224.71579042,4722007.64516075,4968,ERIE,Sardinia,E1881,MATTESON CORNERS RD,42 35 39.0,78 35 33.9,100,60,31,69,N,3,NYRD10408,42.594167,-78.592750
205308.99030189,4714410.67553584,4969,ERIE,Sardinia,E2330,VAN SLYKE RD,42 31 33.3,78 35 16.1,139,-999,100,139,N,8,NYRD10408,42.525917,-78.587806
203646.05460258,4719797.13923322,4970,ERIE,Sardinia,E2428,PRATHAM RD,42 34 25.3,78 36 38.9,143,28,18,40,N,4,NYRD10134,42.573694,-78.610806
210438.16515361,4720817.70146351,4971,ERIE,Sardinia,E2624,SAVAGE RD,42 35 07.6,78 31 43.4,42,16,6,30.5,N,10,NYRD10082,42.585444,-78.528722
208379.70131506,4718567.56475082,4972,ERIE,Sardinia,E2737,N/A,42 33 52.0,78 33 09.4,123, , , ,N, ,NYRD10091,42.564444,-78.552611
207861.81543959,4719615.35036570,4973,ERIE,Sardinia,E2794,ALLEN RD,42 34 25.2,78 33 34.0,120,95,20, ,N,15,NYRD10408,42.573667,-78.559444
208402.81491077,4719172.31065928,4974,ERIE,Sardinia,E2829,WARNER RD,42 34 11.6,78 33 09.5,105,15, ,25,N,8,NYRD10091,42.569889,-78.552639
209078.95937957,4713386.63101884,4975,ERIE,Sardinia,E3322,FISHER RD,42 31 05.3,78 32 29.3,36,-999,10,36,N,10,NYRD10408,42.518139,-78.541472
212369.08070427,4715388.21579019,4976,ERIE,Sardinia,E3556,JOSHUA DR,42 32 14.5,78 30 09.0,291,290, ,290,N,7,NYRD10009,42.537361,-78.502500
205136.19603927,4722181.38736532,4977,ERIE,Sardinia,E3558,MATTESON RD,42 35 44.5,78 35 38.1,177,154,-1,153.5,N,20,NYRD10050,42.595694,-78.593917
192062.17724992,4726143.55879736,4978,ERIE,Springville,E1242,WEST TILLEN RD,42 37 34.3,78 45 18.3,65,0,59,6,N, ,NYRD10091,42.626194,-78.755083
199912.53783898,4711516.78512531,4979,ERIE,Springville,E1715,CATTARAUGUS ST,42 29 52.2,78 39 06.7,60,-999, , ,N, ,NYRD10408,42.497833,-78.651861
208081.04435040,4741233.30414584,4980,ERIE,Wales,E1201,BIG TREE RD,42 46 05.0,78 34 04.4,70,9,23,9,N,4,NYRD10050,42.768056,-78.567889
211262.41589169,4741080.80015867,4981,ERIE,Wales,E1213,BIG TREE RD,42 46 04.4,78 31 44.4,52,-999,52,52,N, ,NYRD10052,42.767889,-78.529000
207372.64505799,4741603.29774311,4982,ERIE,Wales,E1222,REITER RD,42 46 16.0,78 34 36.2,68,9,40,9,N,30,NYRD10050,42.771111,-78.576722
209281.84917064,4741630.69059921,4983,ERIE,Wales,E1227,TWO ROD RD,42 46 19.5,78 33 12.4,223,220,110, ,N,0.75,NYRD10050,42.772083,-78.553444
212899.26169822,4738119.88694931,4984,ERIE,Wales,E1230,MARLAU RD,42 44 30.8,78 30 27.1,60,8,25,8,N,1.2999999523,NYRD10050,42.741889,-78.507528
206914.64439533,4734944.01204580,4985,ERIE,Wales,E1240,OLEAN RD,42 42 39.9,78 34 43.9,21,-999,12,21,N,10,NYRD10050,42.711083,-78.578861
215201.13223388,4740026.99356656,4986,ERIE,Wales,E1244,SCHANG RD,42 45 35.6,78 28 49.5,60,17,30,17,N,40,NYRD10050,42.759889,-78.480417
214512.82314987,4740012.18595595,4987,ERIE,Wales,E1252,SCHANG RD,42 45 34.2,78 29 19.7,85,11,60,11,N,3.5,NYRD10050,42.759500,-78.488806
211170.75330501,4734752.40263111,4988,ERIE,Wales,E1263,HUNTERS CREEK RD,42 42 39.5,78 31 36.8,70,46,45.5,45.5,N,16,NYRD10050,42.710972,-78.526889
207884.87552189,4738321.04347283,4989,ERIE,Wales,E1269,REITER RD,42 44 30.5,78 34 07.6,93,65,65,65,N,30,NYRD10050,42.741806,-78.568778
209413.53143430,4741405.71333875,4990,ERIE,Wales,E1272,TWO ROD RD,42 46 12.4,78 33 06.2,148, ,117, ,N, ,NYRD10052,42.770111,-78.551722
215714.70055405,4741105.93111923,4991,ERIE,Wales,E1273,BIG TREE RD,42 46 11.2,78 28 28.9,75, , , ,N, ,NYRD10052,42.769778,-78.474694
NULL,NULL,4992,ERIE,Wales,E1280,BIG TREE RD, , ,65,41,40,40.5,N,7,NYRD10117,0.000000,0.000000
215889.50460950,4741259.41805860,4993,ERIE,Wales,E1296,BIG TREE RD,42 46 16.4,78 28 21.5,108,34,38,34,N,1.5,NYRD10009,42.771222,-78.472639
215203.70181560,4739427.37832230,4994,ERIE,Wales,E1298,SCHANG RD,42 45 16.2,78 28 48.3,58,7,8,7,N,2.5,NYRD10050,42.754500,-78.480083
210971.42768786,4739081.12474382,4995,ERIE,Wales,E1309,HUNTERS CREEK RD,42 44 59.3,78 31 53.5,80, ,28,12.699999809,N,1,NYRD10052,42.749806,-78.531528
214086.75992062,4735882.67037064,4996,ERIE,Wales,E1328,WARNER HILL RD,42 43 20.0,78 29 30.9,85,10,10,13.329999924,N,1,NYRD10408,42.722222,-78.491917
209418.71739261,4741204.61246801,4997,ERIE,Wales,E1335,BIG TREE RD,42 46 05.9,78 33 05.6,190,140,118,139.5,N,1.5,NYRD10050,42.768306,-78.551556
212375.24465144,4735984.64259825,4998,ERIE,Wales,E1387,WARNER HILL RD,42 43 21.0,78 30 46.2,70,30,20,30.5,N,30,NYRD10050,42.722500,-78.512833
215409.55740215,4738952.25633752,4999,ERIE,Wales,E1442,SCHANG RD,42 45 01.1,78 28 38.4,70,22, ,22,N,20,NYRD10050,42.750306,-78.477333
210737.86277725,4741223.31389268,5000,ERIE,Wales,E1499,BIG TREE RD,42 46 08.3,78 32 07.7,123,123,123,123,N,15,NYRD10052,42.768972,-78.535472
212914.58895550,4738762.03934651,5001,ERIE,Wales,E1539,MERLAU RD,42 44 51.6,78 30 27.6,64,50,40,52,N,15,NYRD10009,42.747667,-78.507667
215618.85766158,4741100.61284577,5002,ERIE,Wales,E1559,OLD BIG TREE RD,42 46 10.9,78 28 33.1,85, ,73,40,N,15,NYRD10050,42.769694,-78.475861
214107.65134659,4733193.27648987,5003,ERIE,Wales,E1593,FISH RD,42 41 53.0,78 29 25.1,40,14,1,20.409999847,N,20,NYRD10082,42.698056,-78.490306
211005.69535012,4741474.76911814,5004,ERIE,Wales,E1644,FOUR ROD RD,42 46 16.8,78 31 56.4,60,7,20,10,N,0.5,NYRD10408,42.771333,-78.532333
214090.56477981,4740153.28897648,5005,ERIE,Wales,E1691,SCHANG RD,42 45 38.2,78 29 38.5,80,10,10,16,N,3,NYRD10408,42.760611,-78.494028
209485.70767478,4735762.55262763,5006,ERIE,Wales,E1716,VERMONT HILL RD,42 43 09.9,78 32 52.6,70,25,10,28,N,0.25,NYRD10408,42.719417,-78.547944
210559.42214233,4741094.82280304,5007,ERIE,Wales,E1754,RT 20A,42 46 03.9,78 32 15.3,197,-999,80,197,N,20,NYRD10408,42.767750,-78.537583
210887.10734186,4739406.06169388,5008,ERIE,Wales,E1760,HUNTERS CREEK RD,42 45 09.7,78 31 57.8,78,12, ,15.409999847,N, ,NYRD10009,42.752694,-78.532722
209965.51545060,4735087.21458515,5009,ERIE,Wales,E1761,VERMONT HILL RD,42 42 48.7,78 32 30.3,100,12, , ,N,1.5,NYRD10009,42.713528,-78.541750
214303.83631121,4733141.90129717,5010,ERIE,Wales,E2290,FISH HILL RD,42 41 51.6,78 29 16.4,42,18,1,18.5,N,6,NYRD10082,42.697667,-78.487889
210998.19432746,4739067.64180675,5011,ERIE,Wales,E2300,HUNTERS CREEK RD,42 44 58.9,78 31 52.3,105,20,0,20,N,0.80000001192,NYRD10050,42.749694,-78.531194
212857.72826540,4737778.58763876,5012,ERIE,Wales,E2387,MERLAU RD,42 44 19.7,78 30 28.3,45,5,21,6,N,1,NYRD10050,42.738806,-78.507861
207895.22305727,4738404.05004821,5013,ERIE,Wales,E2400,REITER RD,42 44 33.2,78 34 07.3,120, , , ,N,1.5,NYRD10050,42.742556,-78.568694
210056.15575631,4740497.87410043,5014,ERIE,Wales,E2404,STRYKERSVILLE RD,42 45 43.9,78 32 36.3,60,-999,29,60,N,14,NYRD10139,42.762194,-78.543417
207568.20449916,4735092.47650291,5015,ERIE,Wales,E2429,WARNER HILL RD,42 42 45.6,78 34 15.5,110,38,54,78.5,N,2,NYRD10082,42.712667,-78.570972
211145.17794780,4739423.06482443,5016,ERIE,Wales,E2707,HUNTERS CREEK RD,42 45 10.6,78 31 46.5,75,10,8, ,N,4,NYRD10408,42.752944,-78.529583
209851.20677274,4734915.85984542,5017,ERIE,Wales,E2716,VERMONT HILL RD,42 42 43.0,78 32 35.0,125,8,48, ,N,1,NYRD10050,42.711944,-78.543056
215679.77421338,4738601.19057997,5018,ERIE,Wales,E2925,SCHANG RD,42 44 50.1,78 28 25.9,85,10,10,12,N,2,NYRD10408,42.747250,-78.473861
207001.78518026,4734096.59536246,5019,ERIE,Wales,E3311,DARLING RD,42 42 12.6,78 34 38.5,27,-999,15,15,Y,5,NYRD10050,42.703500,-78.577361
208790.21567847,4735643.49919937,5020,ERIE,Wales,E3342,WARNER HILL RD,42 43 05.1,78 33 22.9,70,13,13,13,N,5,NYRD10050,42.718083,-78.556361
207889.88382481,4735477.54376983,5021,ERIE,Wales,E3409,WARNER HILL RD,42 42 58.5,78 34 02.1,80,15,21,15,N,3,NYRD10408,42.716250,-78.567250
215702.84943260,4736838.81422083,5022,ERIE,Wales,E3414,RT 78,42 43 53.1,78 28 21.7,100,54,45,85,N,5,NYRD10408,42.731417,-78.472694
195839.64559575,4747144.06966179,5023,ERIE,West Seneca,E1774,CARRIAGE PARK,42 48 59.1,78 43 13.4,40, ,35, ,N, ,NYRD10052,42.816417,-78.720389
624068.11579293,4930537.24501321,5024,ESSEX,Chesterfield,EX1008,SOPER RD,44 31 03.0,73 26 20.0,420,243, ,246,N,25,NYRD10212,44.517500,-73.438889
628174.14472480,4929505.78323023,5025,ESSEX,Chesterfield,EX1010,N/A,44 30 27.0,73 23 15.0,500,12, ,15,N, ,NYRD10212,44.507500,-73.387500
626116.72205076,4926255.37341313,5026,ESSEX,Chesterfield,EX1011,N/A,44 28 43.0,73 24 51.0,115,59, ,64,N,12,NYRD10212,44.478611,-73.414167
626359.09098264,4920827.57492718,5027,ESSEX,Chesterfield,EX1206,HIGHLAND RD,44 25 47.0,73 24 44.8,40,27,12,25.5,N,30,NYRD10551,44.429722,-73.412444
613400.64638323,4921866.83161487,5028,ESSEX,Chesterfield,EX326,TROUT POND RD,44 26 28.4,73 34 29.9,465,0,5,20,N,2,NYRD10179,44.441222,-73.574972
620780.70175593,4921805.10996522,5029,ESSEX,Chesterfield,EX334,RT 22,44 26 22.1,73 28 56.2,325,20, ,38,N,10,NYRD10179,44.439472,-73.482278
621824.72603711,4921790.60918250,5030,ESSEX,Chesterfield,EX342,SHUNPIKE RD,44 26 21.0,73 28 09.0,165,6,10,20,N,20,NYRD10179,44.439167,-73.469167
620137.71506345,4925250.13468219,5031,ESSEX,Chesterfield,EX517,FRONTAGE RD,44 28 14.1,73 29 22.4,415,56, ,60,N,5,NYRD10033,44.470583,-73.489556
619837.40157290,4865763.77554876,5032,ESSEX,Crown Point,EX1021,CREEK RD,43 56 06.9,73 30 24.9,325,58,25,58,N,12,NYRD10030,43.935250,-73.506917
620836.96191104,4867575.04110915,5033,ESSEX,Crown Point,EX1024,BREED HILL RD,43 57 05.0,73 29 38.6,325,4,312,38.5,N,12,NYRD10181,43.951389,-73.494056
623795.67404135,4873058.53311792,5034,ESSEX,Crown Point,EX1032,ST RT 9N,44 00 00.9,73 27 21.3,165,32,10,41,N,20,NYRD10030,44.000250,-73.455917
626709.52881233,4871209.43704248,5035,ESSEX,Crown Point,EX1049,HEDGE ROW,43 58 59.2,73 25 12.1,260,60, ,60,N,6,NYRD10153,43.983111,-73.420028
626582.37529634,4867136.08146992,5036,ESSEX,Crown Point,EX1086,AUBREY SANDERS RD,43 56 47.3,73 25 21.3,340,0, ,20,N,5,NYRD10119,43.946472,-73.422583
615480.21686523,4865856.14701809,5037,ESSEX,Crown Point,EX1087,HOGBACK RD,43 56 12.4,73 33 40.2,425,77,60,95,N,2.5,NYRD10181,43.936778,-73.561167
621765.37927548,4865585.97167646,5038,ESSEX,Crown Point,EX1126,AMY HILL RD,43 56 00.0,73 28 58.6,385,50,20,60,N,10,NYRD10030,43.933333,-73.482944
619674.78999391,4863899.84423161,5039,ESSEX,Crown Point,EX1130,WARNER HILL RD,43 55 06.6,73 30 33.7,405,22,40,30,N,4,NYRD10030,43.918500,-73.509361
619328.43458279,4863683.73916789,5040,ESSEX,Crown Point,EX1131,WARNER HILL RD,43 54 59.8,73 30 49.4,350,3,35,20,N,5,NYRD10030,43.916611,-73.513722
619812.28680623,4867275.57612902,5041,ESSEX,Crown Point,EX1140,WILSON ROSS RD,43 56 55.9,73 30 24.8,405,13,15,20,N,12,NYRD10030,43.948861,-73.506889
618355.82588946,4865678.50886246,5042,ESSEX,Crown Point,EX1146,HOGBACK RD,43 56 05.0,73 31 31.4,285,3,278,18.5,N,50,NYRD10181,43.934722,-73.525389
623974.01370358,4872339.67135651,5043,ESSEX,Crown Point,EX1152,ST RT 9N,43 59 37.5,73 27 13.9,325,-999,40,298,N,30,NYRD10181,43.993750,-73.453861
626752.16974578,4871077.53949245,5044,ESSEX,Crown Point,EX1177,HEDGE ROW,43 58 54.9,73 25 10.3,505,8,12,20,N,7,NYRD10030,43.981917,-73.419528
614779.21002952,4861646.82466711,5045,ESSEX,Crown Point,EX1193,STONEY LONESOME RD,43 53 56.4,73 34 14.9,705,9,40,20,N,9,NYRD10030,43.899000,-73.570806
621412.85690963,4872520.53686529,5046,ESSEX,Crown Point,EX338,COLD SPRING RD,43 59 44.9,73 29 08.7,399,19,343,30,N,1.5,NYRD10030,43.995806,-73.485750
NULL,NULL,5047,ESSEX,Crown Point,EX340,STONEY LONESOME RD, , ,603,70,423,80,N,1.5,NYRD10030,0.000000,0.000000
624105.11547207,4869150.86285275,5048,ESSEX,Crown Point,EX368,RUSSELL ST,43 57 54.1,73 27 10.7,208,202, ,210,N, ,NYRD10153,43.965028,-73.452972
617219.17542193,4864247.91967157,5049,ESSEX,Crown Point,EX392,OLD FURNACE RD,43 55 19.3,73 32 23.5,385,42,20,48,N,5,NYRD10030,43.922028,-73.539861
621491.69914531,4866401.89385278,5050,ESSEX,Crown Point,EX393,MIDDLE RD,43 56 26.6,73 29 10.2,350,12,20,30,N,8,NYRD10030,43.940722,-73.486167
NULL,NULL,5051,ESSEX,Crown Point,EX396,RT 9N, , ,305,30,20,28,N,5,NYRD10181,0.000000,0.000000
614335.93687565,4865611.01510678,5052,ESSEX,Crown Point,EX405,HOG BACK RD,43 56 05.1,73 34 31.7,245,5,28,20,N,20,NYRD10181,43.934750,-73.575472
623889.23282382,4872464.62225676,5053,ESSEX,Crown Point,EX421,RT 22,43 59 41.6,73 27 17.6,305,-999,6,300,N,10,NYRD10181,43.994889,-73.454889
618869.07563018,4865786.45480319,5054,ESSEX,Crown Point,EX434,NORTH RD,43 56 08.2,73 31 08.3,345,19,20,30,N,6,NYRD10030,43.935611,-73.518972
621723.36791129,4864594.51029754,5055,ESSEX,Crown Point,EX494,BUCK MOUNTAIN RD,43 55 27.9,73 29 01.3,500, , ,21,N,5,NYRD10153,43.924417,-73.483694
619897.97809379,4866113.61564844,5056,ESSEX,Crown Point,EX499,HOG BACK RD,43 56 18.2,73 30 21.9,205,10,20,20,N,5,NYRD10181,43.938389,-73.506083
620438.01228130,4868669.56623300,5057,ESSEX,Crown Point,EX534,SPRAGUE RD,43 57 40.7,73 29 55.6,405,32,63,45,N,5,NYRD10181,43.961306,-73.498778
619950.57572355,4871700.67833438,5058,ESSEX,Crown Point,EX546,SAND HILL RD,43 59 19.2,73 30 15.0,138,1, ,20,N,10,NYRD10119,43.988667,-73.504167
619530.66794723,4862736.82844579,5059,ESSEX,Crown Point,EX960,WARNER HILL RD,43 54 29.0,73 30 41.1,165,109,12,150,N,5,NYRD10181,43.908056,-73.511417
618147.66226000,4864594.62474189,5060,ESSEX,Crown Point,EX963,CREEK RD,43 55 30.0,73 31 41.6,725,104,64,120,N,3,NYRD10181,43.925000,-73.528222
610729.11717609,4892704.76977746,5061,ESSEX,Elizabethtown,EX1007,RT 9N,44 10 45.0,73 36 53.0,175,-999, ,169,N,15,NYRD10212,44.179167,-73.614722
610068.70103652,4889700.06076659,5062,ESSEX,Elizabethtown,EX1009,RT 9,44 09 08.0,73 37 25.0,230,45, ,50,N,15,NYRD10212,44.152222,-73.623611
612608.44708406,4895792.10364645,5063,ESSEX,Elizabethtown,EX1054,LINCOLN POND RD,44 12 24.0,73 35 26.0,300,5, ,19,N,5,NYRD10153,44.206667,-73.590556
613271.03271362,4897661.44417018,5064,ESSEX,Elizabethtown,EX1079,FORGE LN,44 13 24.2,73 34 54.7,248,54,37,60,N,7,NYRD10033,44.223389,-73.581861
